,text,label
143,Protocol Ultra-Quad Copter for outdoor flights. Unparalleled precision: Flys up/down forward /backwards right/left side to side perform combination maneuvers banked turns and 360 flips motion sensitive electronic auto stabilize Copter for solid control.2.4 Gig transmitter clear wide area reception LCD screen and audio tones makes flight adjustments a breeze.,0
144,"Mileage: 16,703. Engines 4-Cyl, Hybird, 1.5 Liter, Transmission Automatic, CVT, Drivetrains FWD, Hill Start Assist Control, Stabilty Control, ABS (4-Wheel), Anti Theft, Air Conditionng, Power Windows, Power Door Locks, Cruise Control, power Steering, Tilt & Telescoping, Wheel, AM/FM Stereo, MP3(Single Disc),Bluthooth Wireless, Dual Air Bags, Side Air Bags, F&R Head Curtain Air Bags, Rear Spoiler, Steel Wheels",1
145,"Loctek UF4M focus on efficient and health life way for your home gym.UF4M will gives you a different sense of experience. The UF4M is exactly what you need to achieve your fitness goals or finish your work on time, surfing the web, or keeping up with friends. It's so convenience to read a magazine or play a video game while engage your legs in resistance pedaling. With the laptop, UF4M has significant health benefits over inactive sitting for long time. Also it has eight resistance levels and progress readouts for speed, RPM, time, distance, calories and pulse. Loading Capacity250 lbs / 113 kg. Height Adjustment30"" - 38"" / 762 - 965.2 mm Convenient laptop, easily transform from exercising and work Transport wheels for room-to-room mobility Resistance Levels & Course Profiles Battery operated progress display (batteries included)",1
146,Tv is approximately 10 years old. Just installed new lamp. There are 2 HDMI inputs. Works and looks like new.,1
147,"*The posted rent price does not include parking, which is available at this unit for an additional charge. *Photos are a representation of the unit and may not be entirely the same as the actual unit. *Start your Application process Online now at www.bestbayapts.com.",1
148,Trade my 2007 Chevrolet Colorado its automatic,0
149,Great bedroom set that is suitable for any young lady. Our daughter has used this for a few years but we must now give it up to another family. We are moving out of state and can not take it with us.,0
150,"Hi, I'm selling a Cherry & Black Triple Wall Mounted Storage Constructed from high quality laminated composite woods",0
151,"A gorgeous, classic Italian road bike by a legendary frame-builder. A skillfully lugged and elegantly pantographed vintage Italian road bike. Paint is light metallic blue with yellow highlights and matching decals. No scratches, no dents. I have received many, many compliments on this beautiful bike. Frame: 54cm (center to center) Seat Tube and Top Tube (approx 21 inches)",1
152,"I also put 7 great movies in the sd card: Prometheus WarCraft Resident Evil The Final Chapter Transformers Age Of Extinction Underworld Blood Wars Android 6.0 Marshmallow 5.7"" HD In-Cell Display 13MP autofocus main camera with LED flash 5MP front facing camera with Gesture Shot and Selfie light",1
153,for sale 00 civic Si call for information. -B20 stock block rebuilt 200 miles on it -GSR head -Type R transmission -Competition clutch -Competition flywheel,0
154,"One of a kind, handmade denim accent chair. Materials: Thonet-type bentwood chair, Love Moschino jeans.",1
155,"I have one of the cleanest 85 el Caminos for sale. This car was built right, everything is high performance and built to last. It has a 406 motor all high performance ,it has a 3800 stall converter,750 double pumper carb",0
156,"Selling this super Wagon to be Mobile and independent with automotive hands controls. Vehicle is smog ready, timing belt was replaced 127k miles, new battery and breaks. Vehicle can be driven with or without the Handicap system at the same time. Vehicle is fully registered.",1
157,"@Nice & quiet neighborhood, away from the city noise, yet @Very central & near everything @. . . Close to buses, grocery, cafe and restaurants @. . . Ideal for downtown Berkeley, UC Berkeley and San Francisco @. . . Only 2 minutes walk to University ave., shops, cafes",1
158,Everything must go by noon Memorial Day. Near Piedmont Market - Super Easy elevator access from apartment to driveway.,1
159,Real wood. Purchased at kids & teens world in Danville Ca.,0
160,"Available immediately 1527 Santa Clara St, Vallejo is a wonderful Pride Of Ownership Apt For Rent: This newly renovated downstairs 1BD/1BA Apt is located at the top of the hill in the Historic Vallejo Heights neighborhood. From the quiet apartment you are close to the Farmers Market, Ferry, downtown restaurants, the marina, shopping, and several parks.",1
161,Meant for making your laptop eye level and allows swivel turning when needed.,1
162,"~ Please include a PHONE # with replies ~ Pier 1 iron & rattan magazine holder, very sturdy as well as stylish!",0
163,"Great old school Trek bike for sale - the frame might be 50 or 51cm, so probably good for a 5'-5'6"" person. I am selling it because the bike is too small for me. I bought it off CL about 6 months ago. Everything works great! No repairs needed.",0
164,"Price firm, no lower offer accepted Gold color iPhone6 with 16GB Factory GSM Unlocked iPhone 6 for ATT, T-Mobile, Verizon, MetroPCS Very good condition",1
165,"EXPERIENCE THE DIFFERENCE! Relax, enjoy, & live where Customer Service is Priority One. Be part of a Community whose Management values your business, respects your privacy, & takes pride in maintaining your apartment home. You can feel comfortable knowing that you have a community manager living on-site to provide the best possible service and on- site maintenance to provide our best service for your home. Call us today, because we are not just another apartment to move to, but a place you can call home. A commuter's dream, we are within walking distance of BART. Our gated community has many of the amenities you may be looking for such as an on-site laundry facility, barbecue area, off street parking, sparkling pool.",1
166,"Designed and manufactured by Century Furniture, NC, as a reproduction of original English Tudor chairs now in museum.",0
167,Brand new LeakSmart 3/4 in. Smart Water Valve kit. It comes with: 1. Smart Home HUB (http://www.homedepot.com/p/Wink-Smart-Home-HUB-PWHUB-WH,0
168,"The selling price is negotiable but please, no low-ballers. Also willing to accept good wine, whiskey, etc.",0
169,"Wardrobe, white, Hasvik white, 78 3/4x26x93 1/8",0
170,"Spacious 1+ bedroom, 1 bath, large kitchenette/living room. Bottom floor unit in a duplex. Freshly remodeled and painted. Accessible via private staircase and entry. Large private deck with amazing canyon views. Shared washer/dryer on same floor as unit.",1
171,"car is in a very good condition no issu at all Passed smog, clean title, clean Carfax",1
172,"Moonra Ebike works great ,just ridden today no issues comes with 2 batteries and two Chargers, fast little fold up bike . I'm 6,2 and this bike works for multiple heights.",0
173,"Set of three solid wood herringbone pattern Classic Designs by Salem house tables. All three in excellent condition. Large coffee table measures 4'10"" long by 30 inches wide and it stands 18 inches tall. Side table measures 2'6"" wide by 1'9"" deep and stands 21 inches tall. Smaller table measures 20"" x 20"" and stands 17 1/2 inches tall. Email if interested, cash only, pick up only, located in Fairfield.",1
174,"Vintage Heywood Wakefield desk made of solid maple in good condition. All drawers slide in and out easily, solid construction, would look beautiful in chalk paint. Desk measures 4 feet long by 30 inches tall and is 20 inches deep. Also comes with mismatched desk chair. Email if interested, located in Fairfield.",0
175,"Hi, I'm selling my 2014 Toyota Prius. It has only 65k miles. Backup camera, Bluetooth, CD, AUX, Keyless Go, There was no, engine, or transmission damage. Very clean inside, never smoke. Well maintained. Oil change every 5k miles with synthetic Toyota Original Oil. Registered until February 2019. Title on hands. It lost its clean title status due to rear bumper hit. Small scratch on the right side. I'm the second owner and had no any problem with it. The car is great, 50+ MPG. Will run 100k miles more easily. Call me or better text at any time",1
176,"Enjoy simply amazing view from this 3 bedroom / 2.5 bathroom-home located on a quiet cul-de-sac in the Berkeley Hills. Updated kitchen and bathrooms, light filled living room, fireplace, huge wrap around deck and enclosed back yard. Front Patio. Directly above kid friendly La Loma Park and short walk to spectacular Tilden Park. Carport Parking, Washer and Dryer.",1
177,"Updated home in Pleasanton available July 1. This gorgeous detached home has 3 bedrooms and 2 baths, 1478 square feet; featuring bamboo and wood floors, granite countertops, fireplace. Backyard has dwarf citrus trees - lemon, lime, and orange; apple tree; rose garden; and a brick patio to enjoy it from. Minutes away from Mohr Elementary School, Harvest Park Middle School, Amador Valley High School. One year minimum lease agreement, with one month's security deposit. Pets negotiable (additional deposit required). • Dishwasher • Microwave • Window shades • Washer and Dryer in garage • Central heat and air conditioning",1
178,Nice 2/2 downstairs unit ready for move in February 5th. Lease take over at renaissance park Apts east davis.,0
179,"Brand New Sofa Bed plus Love Seat. Dimensions are Sofa Bed: Width = 81""; Depth = 36""; Height=39"".",1
180,"Selling my 2015 Honda Accord LX , the car is in perfect condition drives super smooth and only 32k miles on it. also just put on brand New tires.",0
181,"Cinnamon Apartments 23924 2nd Street,, Hayward, CA, 94541 Interested In This Unit? Use this link for more details: http://trion.aptfeatures.com/9v8g01 Call Now: Experience the comforts of home at The Cinnamon Apartments This is a 2 Bedroom, 2 Bath Downtown Hayward offers the best in California living and we have the best apartments in the area! Our one and two-bedroom units provide residents with access to different floor plans, balconies that provide an excellent view of the Bay Area, and space that makes it easy to feel cozy and comfortable at the end of a busy day. With modern updates and touches to enhance each unit, residents can look forward to comfortable, private surroundings that offer the best in security and video surveillance. - Galley kitchens - Countertop and storage space in kitchens - Microwave",0
182,"Hi, I'm selling a Sony Hear in Wireless Headphone, Blue. Go wire free with Bluetooth and NFC, High-Resolution Audio support for uncompromising sound via wired listening",0
183,Moving. Selling my Linksys gigabit wireless router. Still works perfectly! Can be used in home or business.,1
184,"Top your Cabria Buffet to create versatile, open and closed storage, serving and display. Eco-friendly mango wood with rustic character.",0
185,"GT Saddleback Mountain bike in good working condition. Great ride, very comfortable, solid. 22"" frame - Im 6'1'' and it fits me well.",0
186,"Great bike for riders looking for a more comfortable ride, Felt's Z series is made for endurance or longer distance riding and is a very comfortable bike to ride.",0
187,"---- Call us today or send us a message for quick response 5100 Chiles Rd, STE 213 Transmission: Automatic Engine: 147-hp, 2.4-liter I-4 (gas hybrid) ----> 33 MPG combined <---- Exterior Color: Desert Sand Mica Interior Color: Ash Seats: 5 1. Upgrade Package with TOUCH SCREEN NAVIGATION 2. LEATHER Seats w/ Heaters",1
188,Clean Title Great shape 4 Door Automatic,0
189,"Your FIRST MONTH is FREE - And- we'll even waive your application fees! Hurry, this is a limited time offer. Ask the leasing manager for more details. The Arbors Walnut Creek, CA 94596",1
190,"or email me at: rocksmith281@gmail for further information. I ONLY DO IN PERSON TRANSACTIONS, NO TRADES, CASH ONLY. This stylish textured leather belt holster is big enough to accommodate the iPhone, Samsung, HTC, and many more. Features a felt lined interior for maximum protection, a solid metal clip and magnetic latch. Specifications",0
191,"Selling a 2005 Nissan 350Z with 135k miles. The car is in very good shape, its a clean title car, NO accidents, only 3 previous owners. The car runs smooth. The interior and exterior are extra clean. The car is offered by a dealer which means the smog check is done and all DMV paperwork is prepared by us. You just enjoy your new car.",1
192,- Selling 2 x Gently Used DJI Mavic Pro Batteries.,0
193,"2016 GIANT escape frame, in perfect condition with original paperwork. 750W brushless motor (so it has plenty of power to get a full size person up the hills with minimal efforts.) 54v battery - NiMH, the big capacity kind - can be locked (key provided) and detached from bike - Charger provided, battery in excellent condition (Energy log avaialble display amount of energy used between charges.) Handlebar trigger for smooth power adjustment and fine speed control LCD display with Cycle analyst v3 kit with lcd display Display will also show battery status, speed, odometer, as well as engine temperature and a bunch of other things.",1
194,"corner back Apt. private ""backyard"" space owner pays water and garbage 1 parking space with unit",0
195,"Chevy trailblazer ss in good condition fully loaded heated leather seats and moonroof. All wheel drive with only 70k miles big cam borla exhaust and headers. Blazer still needs to be tuned. Testing the waters, will be asking more if I have it tuned. Clean title and currently r registered. May accept partial trade no bikes. Message me if interested",0
196,"Green Leaf Townhomes--Located in the heart of the Bay area, you'll enjoy a convenient lifestyle in a newly renovated, two bedroom, two bathroom town house style home. Beautifully updated with new cabinetry, natural stone counter tops, and warm, wood inspired flooring throughout. Stainless steel appliances include; stove, refrigerator, dishwasher and microwave. All homes are equipped with a stackable washer & dryer! The community features a designated BBQ area, Soccer field, Basketball court and play structure. Enjoy an evening of entertainment in downtown Hayward with local restaurants and bars, movie theater and night clubs. The farmers market is a great start to any Saturday morning! • A completely renovated kitchen and interior • New stainless steel appliances • Natural stone counter tops • Modern white cabinets",1
197,"For use with Models: 15, 66, 28, 27, 15-91, 201 Used, vintage items showing normal wear & tear from age & use. See photos for condition of finish. There may be some tarnish, discoloration, rust, pits, scratches, dents or flaking plating/paint. Cast-iron Machine Lift. 4-Screw, offest rib ""V"" mount. Includes mounting screws & limit chain.",0
198,############################################################################################################# # ANY INQUIRIES WITH LOWER OFFER WILL BE IGNORED. # ANY EMAIL ASKING IF THE ITEM IS AVAILABLE WILL BE CONSIDERED PHISHING AND WILL BE IGNORED. #############################################################################################################,1
199,"This is a amazing car, lots of legroom, good mileage, good tires and brakes, moonroof power steering power door locks power windows, moonroof, car is loaded, leather interior, Wood trim, Smog, clean title in hand.",1
200,I am selling my T Mobile Samsung Galaxy S2 which is NOT working. Call,0
201,"Brand new never use, i got it has a gift but i am using sonos system.",0
202,Hi I'm selling my 2007 Lexus is250 I hardly drive it anymore so I don't need it. Registration is current and smog just passed. The car does have a scratch on passenger side. Other then that it's a really clean car.,0
203,"Take a look at this beautiful home featuring 3 bedrooms, 1 bathroom, and approximately 1,201 square feet. Enjoy the freedom of a virtually maintenance free lifestyle while residing in a great community. This home is professionally managed and maintained by Tricon American Homes. You deserve single family rental living at its best! One-year lease minimum Utilities: Resident pays for all utilities including trash, sewer, and water Animals approved with pet fee and monthly animal rent Breed Restrictions: Pit Bulls, American Staffordshire Terriers, Rottweilers, Doberman Pinchers, Wolf-Hybrids and Perro de Presa Canarios or any dog that has the above breeds in their lineage are not allowed at any home managed by Tricon American Homes. Applicable only where state law allows. Maximum three animals allowed Equal Housing Opportunity",1
204,"2003 Chevy express cargo van. Runs great, has a V8 engine & Automatic transmission.",1
205,Brand new in unopened shrink wrap. Realized I bought the wrong case.,1
206,Brown corduroy couch - This is a great couch for a college student's apartment! This is currently in our storage locker in Livermore.,1
207,"IF THE POSTING IS STILL UP, THE PHONE IS STILL AVAILABLE Here I have an Apple iPhone 7, with 128gb of memory! The phone is factory unlocked and will work for any carrier (AT&T, ATT, T-Mobile TMobile T Mobile, Metro PCS, Straight Talk, Cricket, H20 Wireless, etc) and any carrier outside the country The phone works perfect and is in great condition. It is in Jet Black color",1
208,This is GSM unlucked phone in very good condition Comes with charger,1
209,"Bar Stools, Modern Style Chairs, Seating. Plastic with metal frame, Great For Restuarnt, Businees, Home, Art Gallery, Functions. CAN DELIVER for a fee or pick up in Berkeley.",1
210,"Large 3 bedrooms house with yard is available June 12. Hardwood floors, storage space in unit, big kitchen and bath room. close to the Ashby BART station and many cafes.",1
211,"Sony Bravia 42"" LED TV. In perfect condition! Just downsizing and need to sell. I even kept the box for safe & easy transport.",1
212,"Ive had this trike 6 years. And ive upgraded parts here and there over that term of time. The sound system also. It has a 1000 watt class A/B JVC amp. Along with two 6x9s Kicker Cs and a component setup of 6"" 3/4 with a half inch dome tweeter on the side by kicker cs. And up front on the handle bars console I have two 1"" Alpine tweeters facing the bike rider with a three combo of socket charger volt meter for the battery status of where is at in power and last but not least it have a dual usb charging socket also. And on the other side facing the streets while Is on the road. It have two 5"" 1/4 kicker cs speakers and two Pioneer bullet tweeters and it has a 20 watt work cree light. Pretty light for the night. All of these things are powered up in individual switches so it can be turned on or off at anytime with out cutting off the music or the chargers. Hit me Up for serious inquires 1,800 O.B.O",1
213,"2012 GT GTR Series 1 road bike. In excellent condition, ridden less than 1,000 miles. I bought this bike brand new, rode for about a year and no longer ride. - 6061 Aluminum frame, with carbon forks",0
214,"Made in America. Brand speaks of quality. The color is called Fairfax (421): Rich, warm mid-tone brown lacquer-based stain.",1
215,"Garden Village Apartments offers 1, 2 and 3 bedroom layouts with a range of amenities. Enjoy all-electric kitchens with a walk-in pantry (in select units), dishwashers, and private patios or balconies. We offer the use of tennis, volleyball and basketball courts, a swimming pool, and a playground for children. We also take care of your heat, water and garbage bills! Explore everything Fremont has to offer including entertainment, shopping, parks, and various dining options.",1
216,"Unwind in Your New Home Call Now: 114 Sharene Lane, Walnut creek, CA, 94596 http://rent.braddockandloganhomes.com/i0k029 This is a 2 Bedroom, 1 Bath, approximately 950 Sq. Ft. Why look any more we have the Perfect home for you!!!Hurry they are going fast!! You will restore your energy so you can be doing the activities you enjoy. Make The Pines your next apartment home! Pets are also welcome! - Private Patio - Dishwasher - Cable Ready - Range (Electric/ Gas) - Air Conditioner (Window) - Heat (gas) - Microwave - Large Closets",1
217,"2006 convertible, very low miles,preferred equipment group,head up display, heated seats, power convertible top, chrome aluminum wheels Borla S-type exhaust, Lloyd mats, upgraded Bilstein shocks, new Michelin Super Sports with less then 3k miles . Also all service records, new Delco battery, car has been in my family since new, this car is in excellent condition, always garaged, and very clean, leather seats are in excellent condition with no wear marks. if this type of condition for your car is not important then this is not the Corvette for you, lastly no free rides,only reasonable offers will be considered. Thanks",1
218,"Reduced! Large brass pinwheel signed (Curtis) 'Jere'. From 1970s or 1990s. Approx 45"" diameter. Very sturdy. 4 hooks where you can attach it to the wall. Great eye catching, whimsical wall sculpture!",0
219,"Panasonic Viera TC-P55VT60 55"" 3D 600 Hz Smart Plasma HDTV, mint condition, original owner, non-smoking home. ISF calibrated (calibration results provided). This Panasonic Plasma TV includes 3D glasses. Includes stand. This, the VT60 series, is the last and best series of plasma TV sets made by Panasonic. This is a great 1080P set. I'm updating to 4K so am selling this unit, which is in mint condition. This has an extremely fast 600 Hz display that is great for gaming and sports, plus it has very low black levels (.007 fL), plus accurate grayscale and colors. My Home Screen Swipe & Share 2.0 Voice Interaction",0
220,"I have for sale a pair of Vintage INFINITY SM 82 large bookshelf speakers. If you're looking for a high quality set of speakers that go loud and sound awesome doing it, look good and can fit where you want them to go, and also won't cost you hundreds of dollars, then you really ought to come and check these Infinities out. I just had the foam replaced on the surrounds and added some polyfill to the enclosures for sound dampening. These speakers sound better than they did when they were new. I'm not kidding. The polyfill did some amazing things to the low end.",0
221,We have about 80 Knoll Task Chairs in our warehouse straight from an office liquidation. We also have a few more that can be used for parts or just without arms.,1
222,"Chair size - 30 3/8""",0
223,"V-moda crossfade LP2 headphones in excellent condition. Perfect for producing, dj gigs and all music listening needs. Very flexible and lightweight with a very comfy fit. Comes with microphone chord, case and adapter. Case had some scratches on it, but still works great. I lost the other metal shield for the headphones so the right side is matte black while the left is metal. This doesn't affect sound quality.",1
224,"Two Oak Side Table (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27""",0
225,I make custom furniture for people. This is one that was never picked up. It was made as a tv console table. All dark stained old oak. Very solid and sturdy. its about 2' deep and about 4' wide. Email and i can get correct measurements.,1
226,Brand new iPhone 6 unlocked. Can use with any phone carrier. Plastic screen wrap still on it from the Apple Store in Berkeley.,1
227,"Heritage Park Livermore for Seniors in Livermore, California 94551 for independent seniors aged 55 or better, offers pet friendly apartment homes in Northern California. Our homes feature fully equipped kitchens, private living areas, separate dining rooms and generous closet space. Our community offers a heated pool and spa, picnic area, on site recycling and beautiful grounds. We also have a clubhouse with billiards, free coffee, and organized activities. We are conveniently located near I 580, the Wheels bus system, the Senior Center and many local parks. Guarantors welcome! 2 bedroom with 699 square feet. #807 -Clubhouse -Billiards Room -Balcony / Patio",0
228,700c / 32h / Laced 3x Details from Velocity:,1
229,"I have a Brand New AT&T Samsung Galaxy S8 edge Silver 64 GB phone for sale. I got the phone through my work, never has been activated or used. Everything is brand new in box. Price is firm.",0
230,Very good condition . Front disc brake. Very good tires Needs new batteries.,0
231,"Very clean car for sale by owner. Lunar Blue with Almond interior, Premium Pkg (Navigation, Rear View Camera, Heated Seats, Harmon Kardon Premium Sound etc.), with 53K miles, available June 2 ( I am leaving the area after that). Well kept, with all records from MB of Pleasanton, good tires, selling at Blue Book value. Under Warranty till Aug 2017, but never needed it. Bought as certified pre-owned and I have been the only driver since.",1
232,Here I have a Apple iPhone 6S 64gb for AT&T. It's fully functional and in great condition! Text me at,0
233,"Very good condition light blonde wood mid century modern dining table with a unique pair of curved 5-pole legs, also comes with 2 leaf extensions which are made intentionally lighter in color. Stylish, sturdy and quite heavy, this is a strong very well made table that will last for years to come. Ready for pickup in San Leandro or I can deliver locally (gas $ helps!) Thanks!",1
234,"Wow! Here is a cool Art Deco pair (2) modernistic display urns or pillars from former Art Deco Show in San Francisco. They are approx 30"" tall. These wonderful display urns are empty inside and they have lids. They are made out of some kind of wood with a painted finish. The colors are gold and black. If you are a ""deco"" lover, you will love these.",0
235,"Patio Set. Beautiful round tempered glass table with 2 well-appointed chairs. Brown rustic color. Metal, Tempered Glass.",1
236,"I am selling my Honda Accord 2009 in very good condition very few miles, car fax available, all electric, very nice original wheels, Trade for Tacoma puede llamar para preguntas millas originales (209)----250---71----59",1
237,2013 Honda Civic LX Automatic transmission .4 cylinder 1.8LTR REAR View back up camera,0
238,I'm selling a Fender Champion 30 solid state practice amp.,0
239,Amp works perfectly. No other offers wanted. 120 CASH with no plugs or 150 cash with plugs. Amp requires the plugs to work. AGAIN NO OTHER OFFERS WANTED. Amazing sound quality from this 4 channel amp.,0
240,"Fully assembled Sunny SF-B1001 indoor spin bike in excellent condition for sale! Only ridden a handful of times. Steel frame, 30-lb flywheel, 85-lb weight. Maximum weight limit is 220 lbs. Fully adjustable seat, with lowest seat setting at 29"" from seat to pedal and highest seat setting at 40"" seat to pedal. Caged foot pedals. MUST PICKUP.",0
241,"This was my aunt's, as far as I can tell it went straight into the shed after it left the shop 30 years ago. Everything on it is stock, and in great condition for being from the 1980's. Great for a collector, priced to ride around town. Shimano brakes, levers, derailers, frame made in Japan. Steel, obvs.",0
242,"Brand new, still sealed in the box. Virgin Mobile PCD Venture 3G smartphone. You can use it as a basic smartphone or just use it as a flip phone. This runs on the 3G speed. - 2.8"" Touchscreen and QWERTY keyboard",1
243,"NOS never taken out of the box, New new new Media shelf",1
244,Selling a treasured wooden cabinet desk that we no longer need. It's a light wood with a couple flight imperfections in one area (photo below). There's a pullout section for a keyboard and two magnetic white boards on the inside of each door. It's about 4ft wide and 7.5ft high. We can send you a more accurate measurement if needed. Please feel free to text me if you're interested and want to come by to check it out.,1
245,"Stop Looking Start Living Call Now: 1701 Marshall Rd, Vacaville, CA, 95687 Use this link for more information: http://live.fpimgt.com/85z1w6 Baths: 2 Hidden Creek in Vacaville provides you with a truly exceptional lifestyle. Beyond the gated entryway, you will find the tranquil atmosphere of our community. Nestled amidst our serene pond and alluring trees, this prestigious community offers 1 and 2 bedroom apartment homes with exceptional amenities for you to enjoy. Hidden Creek is just minutes away from freeway, shopping, excellent dining and Travis Air Force Base. - Window Coverings - Wood Burning Fireplace - Wheelchair Access - High Ceilings - Granite counter tops - Walk in Closets - Carpeting - Washer/Dryer - Dishwasher",1
246,Two nice stainless architect lamps in great condition 4ft tall extends another 2 ft neck,0
247,Great for small spaces and apartments. Screw loose on one or two chairs..just needs to be tighten. Easy fix.,0
248,Solid wood. Brand new. Never used.,0
249,"6 shelf sets 8 feet tall (roughly 28"" wide x 12"" deep. Fits two of my storage totes side by side.) These have been great for keeping things accessible. I used them as 3 aisles of 2, Library of Congress style.",0
250,19 inch chrome Audi rims Automatic but is triptonic New catback exhaust K&n cold air intake New intercooler,0
251,"I am selling my Like New Apple iPhone 5S Space Gray 16GB TMobile Phone. Clean IMEI and Clean iCloud, No issues. No Scratches and No Cracks. Send Me Phone Number if Interested.",1
252,Hi - I'm selling my gorgeous Lee sofa and loveseat. Lee is a top-quality manufacturer and makes sofas for companies such as Crate and Barrel.,0
253,"In good condition, front and back breaks, training wheels, tires in great shape",0
254,Pottery barn teen store it bed queen size. Does not include mattress. Tons of storage. White and very heavy taken apart and ready for a new home.,1
255,"I am selling my wardrobe 70""x24""x17""",0
256,"There is also a night table that matches the armoire. The night table has a hidden pull out jewelry drawer that is felt-lined and designed to be hidden, great for valuables (see pics).",1
257,"Our Jr. 1 Bedroom features a renovated kitchen with quartz countertops, plank floors and stainless steel appliance! Availability is VERY limited so come and secure this one today! • Nine to fifteen foot ceilings* (in select floorplans) • Oversize dual pane windows • Built in microwaves • Central heat and AC • Designer tile bath and shower surrounds • Full size stackable washer/dryers • Private patio/balconies* (in select floorplans) • Oversized bathrooms • Stainless Steel Appliances • Wood vinyl plank flooring in first floor units* • Year round heated pool & spa",1
258,"Selling my 2001 Dodge Ram 1500 Quad Cab Short Bed, new tires, Registered , tow hitch Status: Clean Title Interior Color: Gray leather Interior Registration up to date - Will expire May 2017 Clean on the inside - no reap, smog, registered, new tires, auto transmission No check engine light, runs great, tuned up,",1
259,JUST IN ONE NICE GLASS TOP TABLE WITH A MAHOGANY BASE ALSO 4 MAHOGANY CHAIRS -- THIS SET IS A MARRIAGE -- FOR ALL 5 PIECES -- THE PRICE IS 149.00 -- GLASS TOP TABLE IS 95.00 AND THE CHAIRS ARE 19.00 EACH -- OVERALL THIS SET IS IN GOOD CONDITION -- THIS CAN BE SEEN AT YESTERYEARS MARKETPLACE -- CALL BOB AT,1
260,"I have an iPhone 6 available, 16gb storage, and unlocked for GSM carriers. The phone is in good condition except for a small bright spot appearing in the left corner. It does not affect use and the spot does not appear in photos. It is adult owned and always been in a case. I changed the battery on it within the last year. I can meet you at my office in Emeryville or at the mobile carrier of your choice in Oakland or Emeryville to verify that the phone is unlocked if you have any doubts.",1
261,"Excellent, well cared for leather Natuzzi sofa - modern look. ONLY had for a year. No rips, tears, scuffs. Quality Italian leather. Italian leather. http://www.natuzzi.us/",1
262,"Great bike for exploring the bar area. It's working well, and has just been tuned up! I enjoyed riding this around, but I have another bike, and no longer need this one. I fixed this bike which is why I'm selling it. It has a new: set of trued wheels, chain, two cables, front derailleur, grips, and it has been relubricated! Call me up to ride away ~",0
263,"Used but all in working order. iPhone 3G, Black, 8GB iPhone 4G, Black, 16GB",0
264,"1926 Colosseum Way, Antioch, CA 94531 Please call Ling for application package!",1
265,Up for sale is my 2007 Ford Focus ZX4 SES sedan 4 doors / Automatic transmission and 4 cylinders engine 2.0L with timing chain. Clean title in hand runs and drives like new. car passed smog (certificate available for new owner). registration paid for 2018 JUNE - 4 new Bridgestone tires with balance and alignment - 4 new struts / front and rear complete with new springs - new front brakes.,0
266,"Vintage Round Marbletop Pedestal Table, with an Ornate Wood Empire Style Base and 3 Brass Lions Head Feet. A beautiful and classic piece in very good condition. Some minor surface wear including a few scratches on the base, light corrosion on the brass lion heads. Please see photos for more details and let me know if you have any questions.",0
267,"For sale is a brand new Jorg and Olif Omafiets. The bike received a custom red and black paint job. It has never been ridden. I purchased a set of panniers in Amsterdam and added them. The front head light is dynamo powered, while the rear light takes batteries. I purchased the bike unassembled and when I built it, realized it wasnt the right size for me. Ooops.",0
268,"We are selling AT&T GoPhone Prepaid SIM Card Very good Rate: Calls - 10c per minute, 20c per SMS You can change a plan for any other available later.",0
269,"Need charge your Phone? Why not take charger with you. Anywhere you go you can use it. It can be regarded as a charger or a backup battery with USB output which can charge for mobile phone, video game, iPod, MP3, PDA, MP4, MP5, PMP and other device with USB charging by matched discharge output cable and plus adaptor.The best gift for your parents, girl friend, friends and yourself. Product Features LED Remaining Power Smart Tips: The battery indicator, 4-LED indicate (charging.full of bright blue light.) 20pcs led light,800 Lumen (Max) Light Working Time: Max to 3 to 5 Hours (Full power)",0
270,"Very Unique custom built Commuter bike, City Bike, Bikepacking, dirt drops, road bike, gravel grinder, randonneur, touring bike, cyclecross, cyclocross, CX Assembled by local mechanic with 17 years experience Small/Medium size for people 5' to 5'9"" Schwinn Quality steel frame with mixte (step thru) design for more top tube clearance and easier mount/dismount when fully loaded. Shimano triple 3x9 speed drivetrain so 27 effective gears to get up any hill anwhere.",1
271,Call Marco to ride away!,0
272,"Hey CL,",1
273,Push to Talk (hands free) Visor/belt clip,1
274,I have a brand new still in the box Night Owl brand survalence camera system. Whatch live from your phone,0
275,"I am selling my 2004 Chevy 2500 HD Utility Bed Work Truck, with 175K miles, the truck comes with clean title, it was previously owned by pg&e , goodyear wrangler tires, ac works good, passed smog, leather seats, clean inside and outside, comes with a remote control flood/spot light and ladder rack. Truck has original white paint with white door jams.",0
276,"Come visit the ONLY apartment building nestled in this popular downtown residential area. Enjoy the security of gated entry and underground gated garage parking. These beautiful apartments are walking distance to BART, shopping, restaurants, elementary and middle schools. Minutes away from 880 and580 freeways. Our desirable homes have been completely remodeled to include dual pane windows, stylish 6 panel doors, beautiful crown molding and baseboard, modern brushed nickel fixtures, microwaves, dishwashers, and so much more! This particular apartment home is located on the third floor bringing in ton's of natural sunlight! It has been redone with sleek black countertops! The cabinetry is newly redone in an elegant white with brushed nickelEuro hardware! See for yourself just how bright and light this apartment home feels! SAVE MONEY! Cancel your gym membership to workout in our beautiful upgraded fitness center with a view of the hills!",0
